Gene,p7_1,p7_2,p7_3,p14_1,p14_2,p14_3,p60_1,p60_2,p60_3,
Efhd2,10.48333116,10.54638209,10.76484633,11.02296798,11.26148059,11.49262691,11.81918765,11.8456734,11.63887861,
Efna2,9.276435675,9.435918707,9.463556437,8.751960509,8.962372349,9.021212243,8.348487464,8.386018323,8.030382346,
Efna4,8.266349552,8.022388951,8.483742093,5.90624332,6.094492203,5.942686312,5.222443067,5.395934392,5.087128098,
Efnb1,10.2694615,10.0810099,10.35693396,9.227662573,9.326283424,9.168076373,8.56478119,8.566099647,8.337273033,
Efr3a,11.15214424,11.23644011,10.77644897,12.25683518,11.9101763,11.98400951,12.65488247,13.26884588,13.1014444,
Efs,10.84210076,10.773596,11.11786354,8.895498157,9.129128441,9.026533876,9.208733714,8.863566162,8.544301101,
Egfem1,6.967117981,7.022327761,7.192679545,5.952742141,6.286168009,5.81654837,5.802548311,6.190520649,5.860722606,
Egfl6,7.263417504,6.663500065,6.436851104,5.952742141,6.193807202,5.550623596,4.975930952,4.856833997,4.982917155,
Egfl7,10.22447618,9.964050833,10.15246557,8.963564178,9.055523327,9.238544576,8.748831034,8.689600557,8.69982451,
Egflam,8.924713433,8.779526886,8.972038129,8.730234569,8.3529551,8.52293041,8.017405426,7.781452994,7.913363909,
Egfr,11.27147535,11.24822013,10.89384191,10.501982,10.22723781,10.00589649,9.058521031,9.317915765,9.578827831,
Egr1,8.904362058,8.388731905,7.945220715,10.44317153,9.477941094,9.664179665,10.26759553,10.86542458,10.32557695,
Egr4,5.115554843,5.770696386,6.218744269,7.648571816,7.279044119,8.38871743,7.594802085,7.505699851,7.63927586,
Ehd3,10.7555669,10.82500982,11.00568586,11.68380401,11.78176407,11.76292724,11.80086456,11.84815719,11.93135702,
Eif3f,12.60336687,12.60943658,12.96303058,11.82794824,11.90640435,11.73640348,11.65102726,11.52912587,11.494149,
Eif4a1,11.4164559,11.37182294,11.19769835,10.74780624,11.04578318,10.85805807,10.2357663,10.06001904,10.39443224,
Eif4e3,9.898525594,10.10848521,9.94188907,9.603558028,9.708780125,9.660763147,9.026502867,8.873364521,8.911059792,
Eif4ebp1,6.909056167,6.67858454,7.032082326,5.929705679,5.762630418,6.279078873,6.093494728,6.002865235,6.022384568,
Eif5a2,9.791860678,9.915097659,9.190292952,10.94974863,10.7085494,10.54816898,10.96818798,11.4620614,11.38692332,
Elac1,9.549599719,9.501653578,9.351614441,10.19193051,10.06593583,9.989650799,10.71072669,10.83819433,10.96644451,
Elavl2,12.26420012,12.34305962,11.36520981,10.70553773,10.76347756,10.33755918,9.964031115,9.964024799,10.11008299,
Eldr,7.648417502,7.545120938,7.326265152,5.486885905,6.059635886,5.81654837,4.975930952,4.927153808,4.726269941,
Elf3,4.569162384,5.154490335,5.508431805,6.309747452,6.128440187,6.100614354,5.464877754,5.353288973,5.455114095,
Elf4,6.677357109,6.693505765,7.032082326,6.082889961,5.92964002,6.057428298,5.927022694,5.689309986,5.758063678,
Elfn1,8.38034557,7.705749125,8.0384387,6.59106128,6.626144593,6.531997406,6.093494728,6.295513364,6.065058152,
Elk3,9.940503448,9.766052647,9.551753179,9.129178797,8.850734762,9.039752559,8.709020976,8.803332635,8.637611413,
Ell2,7.945516883,8.276696702,7.800547432,9.394699101,9.433450219,9.187207462,9.058521031,9.218969064,9.381378322,
Elmo2,11.87883146,12.01465056,12.21726337,13.10049363,13.07759067,13.33801843,13.1720699,13.21677971,13.25348713,
Elmo3,7.207017582,7.326747892,7.467689434,7.094501298,7.349767884,7.388443426,8.802777307,8.796481732,8.783846599,
Elmod1,10.90558403,11.02205836,10.76484633,12.36940247,12.21726435,12.33602327,12.87946609,12.89193058,13.02128164,
Eln,11.62652022,11.63905785,11.91052958,12.56156318,11.24365321,11.39477033,9.144561007,9.056508505,8.67721571,
Elovl2,10.7260807,10.75893489,10.3723087,11.86717675,11.5776119,11.78034265,10.65949394,10.90969628,11.09368195,
Elovl7,8.961762207,8.953383414,8.4790074,10.27885167,10.17512791,10.21015542,10.13433302,9.877488938,10.08334239,
Emb,9.113817278,8.684031266,8.682116275,9.612060653,9.256842543,9.535778381,11.04844123,10.38713795,10.68778278,
Emc7,11.02675461,11.117089,10.91148835,12.340284,12.18720844,12.25962663,12.59588319,12.59934956,12.71302854,
Eme1,9.700456032,9.636134665,9.891196973,8.714512713,8.801536742,8.771505035,8.717071591,8.40417463,8.75945854,
Emid1,10.12379551,10.32420632,10.78604705,10.72839134,10.59847838,11.02608457,9.165291325,8.946348591,9.157187679,
Emilin1,9.218761016,9.024389859,9.269107244,8.194572928,7.780867719,7.990746194,7.984358354,7.563663,7.308100168,
Emilin2,6.634667649,6.737325744,6.951276218,7.769624456,7.363498551,7.810592247,7.612259367,8.448586295,8.640953738,
Emilin3,6.677357109,6.708267382,6.880177981,7.074702256,7.314847545,7.275793265,8.555828631,8.465973638,8.329001592,
Eml3,9.618998889,9.588139032,9.884062986,9.577745047,9.113093714,9.51700478,10.43538005,10.64506322,10.34719402,
Eml4,11.46882128,11.42905035,11.2120097,10.67015675,10.67687795,10.39110434,10.10399165,10.28082102,10.19314823,
Emp1,9.779152331,9.205878815,8.726713743,7.925713273,7.423692631,7.582772082,7.387146185,6.877801211,7.273778197,
Emp2,11.59243137,11.6647294,11.85004889,11.47740762,11.40452174,11.4323113,10.65217391,10.52289507,10.61072647,
Enc1,11.76826491,11.75223337,11.79074016,10.3042531,10.33737946,10.21831129,8.709020976,9.187909684,9.11937671,
Endod1,10.22798684,10.03449899,10.03016569,11.36674316,11.26692191,11.55650697,12.05668851,12.37429678,12.51514615,
Engase,9.111283404,9.172406649,9.508329278,8.589056636,8.874717242,8.898866499,8.15438773,8.201017909,8.143288678,
Enkd1,9.325347408,9.282692501,9.556248934,8.176297453,8.55956938,8.515373094,8.890797845,8.533493042,8.353674359,
Enkur,6.590610006,6.693505765,6.606964122,5.997603578,5.515437786,6.07920065,6.2410645,6.392848279,6.043897372,
Eno2,11.68515508,11.90612923,12.13177792,14.81777607,14.69778204,15.0879709,15.26419625,15.16178886,15.162906,
Eno4,6.133367376,6.086265615,6.242228612,6.201183939,6.177767408,6.333604237,6.92190673,6.929599338,6.931368326,
Enox1,10.71277972,10.73973777,10.71747935,9.741695067,10.11000408,9.931304745,9.347346685,9.528814747,9.395285493,
Enpp2,13.194197,12.81140824,12.56678693,13.080421,13.01820142,13.82715911,16.35763212,12.82898633,15.67429345,
Enpp3,6.89714849,6.569343591,6.353814425,6.14337031,5.693685083,5.893737542,5.588454398,5.587768348,5.675011681,
Enpp4,7.807820657,8.106808132,7.697992445,9.384807786,9.004276803,9.180063042,9.570184485,10.12018279,10.04731836,
Enpp5,11.64589386,11.60281548,11.41244958,12.55826833,12.47051546,12.51123041,13.17407901,13.15910103,13.35108302,
Enpp6,10.51241073,10.4259836,10.35047914,11.15621707,11.13676044,10.96923319,8.81032146,9.626615951,9.256324572,
Entpd2,7.832740248,7.654191739,8.521068466,7.668381472,7.566846007,7.753736213,7.292588066,7.152439861,6.815925154,
Entpd3,6.848474073,6.280861119,6.820568005,6.019459124,6.286168009,6.452833906,7.594802085,7.563663,7.316552168,
Epas1,10.80262494,10.72117179,10.79177539,12.10974511,11.6615997,11.62951955,12.00918848,12.46636291,12.10089156,
Epb41l2,11.98912868,11.78154086,11.89198363,11.54066052,11.4884305,11.49454668,10.48448915,10.63454928,10.54276497,
Epb41l3,12.04458958,12.0865167,12.05526444,13.05866674,13.07965336,12.91346526,12.96550173,13.26668133,13.18383606,
Epb41l4a,10.41207978,10.25705086,10.53711935,8.717670858,8.796523169,8.530448206,7.043716706,7.173966561,7.068465178,
Epb41l4b,10.37983095,10.3381988,10.16281824,11.87884593,11.75619912,11.5779415,11.57399331,12.04683528,11.87826234,
Epb41l5,9.746882589,9.771219889,9.776445854,9.152690098,9.195352374,8.952977431,8.608726551,8.747589928,8.654245914,
Epcam,6.272588642,6.280861119,6.353814425,5.997603578,6.005526597,5.705524433,5.464877754,5.052653307,5.266819912,
Epdr1,10.2953481,10.20963243,10.21633808,11.47041298,11.42332375,11.859566,12.32313171,12.29306898,12.33550847,
Epha1,6.000995399,5.576556544,6.068300645,6.488474633,6.492541444,6.606819007,7.030693493,7.062883016,6.803836297,
Epha10,9.954699792,9.56054664,9.833111633,8.564703419,8.662392728,8.755563926,8.124384722,8.334871769,8.175958305,
Epha2,6.955696914,7.079731173,6.909053159,7.744978891,7.436729301,7.523427913,6.587801788,6.664307965,6.839791938,
Epha3,8.916026616,9.228604554,8.275559819,9.830345985,10.22164373,9.670988508,9.171159891,8.930794201,9.241001987,
Epha6,6.253573838,6.396375746,6.194835858,6.894068782,6.758451124,7.008464784,6.724751488,7.276934206,7.316552168,
Ephb1,11.58834066,11.74918235,12.02153676,12.17773977,12.19698014,12.21578846,10.59442069,11.08068145,10.86734444,
Ephb3,9.840073977,9.945887587,10.09183791,8.864498511,9.019413,8.821361464,7.559232194,7.571754054,7.174855235,
Ephb4,9.636719825,9.405219973,9.672619197,8.682544035,8.659633582,8.752354404,8.510210072,8.372248901,8.393876569,
Ephx1,8.341900923,8.397685366,8.50252643,9.642261439,9.377511422,9.738985556,10.96228107,10.64696664,10.79653312,
Ephx4,7.468919598,7.62387126,7.722321215,8.950205959,8.916903915,8.890133652,9.373029179,9.090499531,9.205354676,
Epm2a,9.422548181,9.578345125,9.436985089,10.67503283,10.6437985,10.39522108,10.82487582,10.96719569,10.79053483,
Epn2,11.34981935,11.33217571,11.42417538,12.39941861,12.38177214,12.66552932,12.62795151,12.75525173,12.80348022,
Epn3,8.652197669,8.569915363,9.053834807,10.3042531,10.38570184,10.50691463,10.53880182,10.50411612,10.37552184,
Epop,9.21640531,9.407434558,9.737392322,7.744978891,7.989158877,8.222194283,6.893334273,6.837649242,7.058382164,
Eps8,11.0930588,11.53913451,11.5007797,13.14612511,13.10557074,12.94627297,11.96091766,12.14066357,12.22727231,
Eps8l1,7.561495865,7.969241769,7.664895021,7.243607105,8.197874671,8.290251889,9.016756948,9.575548739,8.951979891,
Eps8l2,7.995986278,8.569915363,9.021671465,10.94706366,11.11681013,11.39733789,11.31860023,10.92781442,10.96311523,
Epsti1,5.41845159,5.709394492,5.701192328,5.085345012,5.270333086,5.248511745,5.107096432,4.992106598,5.087128098,
Erbb3,6.772112478,6.807410805,7.169133329,9.404522991,9.418852896,9.721054929,8.419331576,9.266816768,8.840163874,
Ercc6l,9.131430679,9.308993677,8.982102595,6.410154727,6.671671544,6.035283872,5.107096432,5.052653307,5.307200871,
Erfe,5.800061259,5.740430125,5.589360288,5.179093247,5.16162396,5.057049345,5.275531295,5.163166643,5.036497131,
Erh,9.197419694,9.299485065,9.122163255,8.217094698,8.442412662,8.090911596,7.821668225,7.815860436,7.137091523,
Eri2,9.727168269,10.03736094,9.701316163,9.131547271,9.148924067,8.805966046,8.772198911,8.729718032,8.657549854,
Erich2,7.065922843,6.663500065,6.774120926,5.672466995,5.645436409,6.142415778,6.41534432,5.656414421,6.065058152,
Erich2os,5.491362539,5.299310689,5.375113881,5.034786019,4.728435131,4.815017732,4.975930952,5.163166643,4.798659241,
Erich3,7.910854188,7.705749125,7.985916438,8.190025838,8.239169008,8.19877182,8.81032146,9.620815071,9.258500272,
Erich6,5.853381461,5.709394492,5.627816665,6.63277746,6.74789688,6.31567495,6.849347069,6.877801211,6.565945416,
Ermap,6.253573838,6.260600531,5.928071159,5.929705679,5.9490389,6.22222789,5.166444018,4.992106598,5.224813133,
Ermn,6.873023779,7.409284234,7.29403301,11.04196524,10.96940931,11.09160151,11.0154074,11.67616524,11.45581519,
Ern2,5.164693354,4.590723327,4.732107496,3.946819592,4.269158761,3.946819592,3.946819592,3.946819592,4.298781957,
Erp27,4.307977989,4.474001429,4.343081986,5.133345086,5.235365891,5.157417326,4.342841854,4.323450672,4.55346985,
Errfi1,9.185425365,9.373853074,9.227422098,10.34153562,10.16641867,10.4839048,10.89742673,10.90969628,11.19592648,
Erv3,4.307977989,4.320624396,4.343081986,4.924342624,4.661754141,4.741308563,4.731640105,5.163166643,4.925893365,
Esco2,10.0410596,10.17236584,9.436985089,7.023948384,7.134063257,6.385998638,4.731640105,4.856833997,4.55346985,
Espl1,10.7804836,10.686045,11.08402766,7.545169664,7.826011557,7.469390055,6.264132787,6.146073349,5.675011681,
Espn,6.000995399,6.396375746,6.75828645,8.349354762,8.568424427,8.461329259,8.036873796,8.252060067,7.94623819,
Esrra,10.18889133,10.44442715,10.4956023,11.01273288,11.05786652,11.37510609,11.80888018,11.75328345,11.41935311,
Esrrb,9.399893912,9.210960048,9.382326002,8.005594309,8.239169008,8.363674428,8.915488438,9.403761246,9.288620067,
Etl4,8.279974318,8.117697508,8.018967827,9.236490642,8.811511797,9.021212243,10.70163807,11.55012745,11.00904009,
Etnppl,3.946819592,4.590723327,4.732107496,8.385576855,7.443203025,8.526694222,10.92805528,11.03997849,11.2373054,
Ets1,10.38926803,10.32654785,10.17163319,10.03640486,9.736508117,9.750280932,8.625935469,8.837106379,8.756380765,
Ets2,10.14994072,10.21596149,10.32436701,11.51596294,11.46139521,11.73030673,12.15243664,12.28239493,12.17643142,
Etv1,9.916044198,10.53630257,9.496681127,13.42996782,13.23393705,12.80954225,13.32833748,13.41393988,13.74134941,
Eva1a,6.346049802,6.663500065,6.170486482,8.503783662,7.980320667,9.158414706,8.862051566,8.81354823,9.35518917,
Eva1b,7.928290473,7.646671862,8.31330767,7.064697161,7.157968819,7.639741944,6.834370411,5.924817337,6.649888335,
Evc,9.751769335,9.654894257,9.995831739,8.353424843,8.27209328,8.19877182,8.542294401,8.301349254,8.377930444,
Evc2,8.865786012,8.661920895,8.913637926,7.580477709,7.675126007,7.714534442,7.880377863,8.030153415,7.742859621,
Evi2a,6.823483592,6.632826131,6.642056604,8.989914503,8.77629238,8.958556794,9.534218336,9.463327882,9.602995044,
Evl,12.72345078,12.80029127,13.02776509,12.26951665,12.53770297,12.32149682,11.656786,11.49571931,11.31822851,
Evpl,6.978446597,6.751629171,6.894690278,6.182193312,6.077180899,6.31567495,5.927022694,6.315553736,6.065058152,
Evx2,6.432563208,5.504053499,5.736270951,4.863311954,5.122601165,5.248511745,4.342841854,4.856833997,5.181007278,
Exd1,5.853381461,6.038795502,5.627816665,5.807755884,6.111576499,6.202722934,6.849347069,6.929599338,6.754399505,
Exo1,9.474720216,9.455313827,9.522183934,6.775760674,6.671671544,6.649827503,5.107096432,5.109496035,5.181007278,
Exo5,9.070123224,9.297098076,9.399943415,8.511086131,8.662392728,8.61772323,8.262998016,7.945763532,8.050668113,
Exoc3l2,5.904521357,5.466009544,5.736270951,4.981283204,4.587560629,5.002544992,5.222443067,4.323450672,5.224813133,
Exoc3l4,5.8792114,6.062747746,5.867353683,5.952742141,5.82790653,6.202722934,6.691768959,6.991758551,6.897727867,
Exosc9,11.28894535,11.40044261,11.0040419,10.35070759,10.3923562,10.181837,10.13283102,10.01503328,9.932148238,
Exph5,7.290795427,7.364025128,7.505637585,9.811275551,9.265934482,9.774191378,11.03080986,12.07785394,11.87010909,
Extl1,5.827006935,5.964146159,6.332229585,8.100773928,7.989158877,8.621247221,8.424260665,9.02755671,8.866090439,
Extl2,10.33169652,10.41612304,10.13604544,12.16508809,12.06056314,12.25708446,12.56252816,12.50570117,12.64381162,
Eya4,7.011892829,7.045571493,6.515087787,6.309747452,6.30095681,6.012753116,5.664126541,5.587768348,5.585786893,
Ezh1,10.17804238,10.1994478,10.31246053,10.91719429,10.86264724,11.07950163,11.78804163,11.7972217,11.84392189,
Ezh2,11.82422072,11.83432064,11.57074689,9.94110736,10.1240661,9.601408159,8.651368841,8.68589743,8.572585313,
Ezr,12.35581917,12.35457697,12.45541649,10.54345726,10.98324906,10.79168504,10.75044177,9.428327054,10.27598871,
F13a1,7.795196004,7.882435312,7.631011185,7.573485804,7.181475668,7.211203621,7.131648338,6.851162288,6.754399505,
F2r,10.67040558,10.80247862,10.28293516,9.386791488,9.238484722,8.936108443,7.736790205,7.436427287,8.070670709,
F3,8.324478433,8.463114918,8.385951016,10.24754914,9.711443981,10.31383306,10.87962822,10.83485849,11.24335623,
F5,7.158232846,6.450617534,6.353814425,5.8823371,5.199167673,6.822107021,10.05724802,5.721332054,9.747824064,
Fa2h,8.997881599,9.248508611,9.670547389,11.53754057,11.56735841,11.71227284,10.53312013,11.21568764,10.92186698,
Faah,9.347042787,9.263258265,9.562966385,10.64883446,10.68163927,10.6686972,10.89919456,11.20086413,11.02892029,
Fabp5,12.4691628,12.38942747,12.43207224,11.649534,11.8470958,11.90790419,10.17576628,10.10364384,10.19768859,
Fabp7,14.77953697,14.74984464,14.54017211,13.33676627,13.96257421,13.12342529,11.42058991,11.22972553,11.50700872,
Fadd,8.252594228,8.34773605,8.579729957,7.479319565,7.524782762,7.747276878,7.466211625,7.547341613,7.247478868,
Faddos,6.560431554,6.569343591,6.75828645,5.452837559,5.82790653,6.100614354,5.70023731,5.656414421,5.307200871,
Fads2,13.37524947,13.37726029,13.60289841,12.81871765,12.91078791,12.92880925,12.02789188,12.07078202,12.09146973,
Fads6,9.519348985,9.729353931,9.814469396,11.32650794,11.0515748,11.39785085,12.24465898,12.53503051,12.40585685,
Fah,8.666085302,8.684031266,9.069651079,9.402563563,9.626485843,9.604968104,9.691479531,9.819587549,9.789031628,
Faim2,9.468795857,9.611376441,10.03822135,12.95223557,12.86368405,13.28368426,14.41789114,14.61624206,14.26621266,
Fam107a,7.86329104,8.872290231,8.968667615,14.54076346,14.09924008,14.86720094,14.84657535,14.98818374,15.42662084,
Fam107b,11.80358881,11.94169103,11.74521676,11.96961108,11.88267738,11.8260355,12.95321677,12.82709898,12.83551129,
Fam110a,10.32842971,10.30652264,10.70133829,8.226005352,8.588876581,8.392849146,8.130435751,8.109847684,7.736601311,
Fam111a,9.500114726,9.59592653,9.247025338,7.337687387,7.63618392,6.858998254,5.927022694,5.897699453,5.784537704,
Fam117a,8.261779075,8.333806551,8.464709014,8.199105652,7.884067803,8.519156718,9.641645985,9.456829643,9.11937671,
Fam120aos,8.505405861,8.50513619,8.06399499,8.646538017,8.461557805,8.700003877,9.400761139,9.003968785,9.516575427,
Fam124a,9.601057401,9.695325706,9.628473411,8.995127197,9.24769287,8.93327763,8.59568337,8.747589928,8.452146188,
Fam124b,6.174665482,6.176316041,5.928071159,5.90624332,5.784774642,5.734238484,4.342841854,4.856833997,4.798659241,
Fam126a,11.03546166,10.9906609,10.66122075,10.14466631,10.02904477,9.836079345,8.578106378,8.949439407,8.831416866,
Fam126b,10.03439145,10.13944795,9.247025338,11.73256049,11.43424664,11.23744402,11.83312566,12.36305178,12.33653799,
Fam129a,8.493767886,8.467372762,8.483742093,8.148440122,7.90290774,8.160481872,7.143773131,7.306416567,7.308100168,
Fam131a,10.09716752,10.30057957,10.80127237,12.27032233,12.20597812,12.92169281,12.33917347,12.10856501,12.0115401,
Fam131b,11.24226592,11.4214039,11.57130205,13.39616499,13.29601831,13.49285055,13.0768794,13.36173187,13.25048617,
Fam135b,7.990465612,8.004891441,7.648053761,10.04772948,9.704775089,9.367820856,11.29395202,12.05510068,11.68527841,
Fam13a,9.202189605,9.394095716,9.306954548,10.94370039,10.9057235,10.85357738,11.49495258,11.63456489,11.48489279,
Fam151a,5.904521357,6.300818473,6.693072236,8.443988575,8.182558932,8.863612696,9.469033841,9.797474969,9.812906502,
Fam160a1,6.090724588,5.989514628,6.170486482,6.410154727,5.762630418,6.22222789,7.873169628,7.173966561,7.398409687,
Fam162b,4.569162384,4.773650133,4.505485374,4.298206152,3.946819592,4.305706542,3.946819592,3.946819592,3.946819592,
Fam167a,9.673239506,9.544539136,9.549500032,8.031260928,7.907579213,7.560806929,6.772795783,6.753689122,6.429490412,
Fam171a2,12.32964726,12.46389629,12.84861576,10.85910848,11.12082232,11.29750765,10.61715585,10.58179373,10.61072647,
Fam174a,9.412294909,9.538490194,9.258108593,10.4507738,10.44930838,10.49065401,10.56799113,10.17133884,10.52300282,
Fam174b,9.570034853,9.803522608,10.0236886,10.49831845,10.46201621,10.58196958,11.17714202,11.24236978,11.03780941,
Fam178b,4.950627878,4.920025245,4.976533522,5.583348508,5.645436409,6.057428298,5.420515172,5.308895091,5.087128098,
Fam180a,6.112220008,6.585491888,6.476532524,7.875553195,6.602802947,7.437563009,7.768241551,6.518304539,7.006851309,
Fam181a,6.989684291,6.485608735,6.923269765,4.644512397,5.16162396,4.659186687,5.984943651,6.501076341,5.419957554,
Fam184b,9.995096052,10.10984533,10.27613971,10.95510364,11.11931906,10.83551414,9.261944584,9.339272545,9.265007728,
Fam196a,7.568945396,7.592891661,7.551691674,7.234735692,7.165848062,7.143516575,6.587801788,6.354756713,6.38077481,
